,,,,,,,
CS252 Operating System Assignment Q2.24 - System call trace on Windows - Output exported as CSV,,,,,,,
,,,,,,,
#,Time of Day,Thread,Module,API,Return Value,Error,Duration
247,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
248,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
249,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
250,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
251,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
252,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
253,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
254,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000075,,0.0000001
255,1:10:43 PM,1,Code.exe,"fputc ( 0x00000075, 0x75ef4680 )",0x00000075,,0.0000001
256,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
257,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
258,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
259,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
260,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
261,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0
262,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
263,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
264,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
265,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
266,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
267,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0
268,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
269,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0
270,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006e,,0.0000001
271,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006e, 0x75ef4680 )",0x0000006e,,0.0000001
272,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
273,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
274,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
275,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
276,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
277,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
278,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
279,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
280,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
281,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
282,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000076,,0.0000001
283,1:10:43 PM,1,Code.exe,"fputc ( 0x00000076, 0x75ef4680 )",0x00000076,,0.0000001
284,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
285,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
286,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
287,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
288,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
289,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
290,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000061,,0.0000001
291,1:10:43 PM,1,Code.exe,"fputc ( 0x00000061, 0x75ef4680 )",0x00000061,,0.0000001
292,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000067,,0.0000001
293,1:10:43 PM,1,Code.exe,"fputc ( 0x00000067, 0x75ef4680 )",0x00000067,,0.0000001
294,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
295,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
296,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
297,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
298,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
299,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
300,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
301,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0
302,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0
303,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
304,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000075,,0.0000001
305,1:10:43 PM,1,Code.exe,"fputc ( 0x00000075, 0x75ef4680 )",0x00000075,,0.0000001
306,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000067,,0.0000001
307,1:10:43 PM,1,Code.exe,"fputc ( 0x00000067, 0x75ef4680 )",0x00000067,,0.0000001
308,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
309,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
310,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000003b,,0.0000001
311,1:10:43 PM,1,Code.exe,"fputc ( 0x0000003b, 0x75ef4680 )",0x0000003b,,0.0000001
312,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
313,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0
314,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
315,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
316,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
317,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
318,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000000a,,0.0000001
319,1:10:43 PM,1,Code.exe,"fputc ( 0x0000000a, 0x75ef4680 )",0x0000000a,,0.0000001
320,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000048,,0.0000001
321,1:10:43 PM,1,Code.exe,"fputc ( 0x00000048, 0x75ef4680 )",0x00000048,,0
322,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
323,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
324,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
325,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
326,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000077,,0
327,1:10:43 PM,1,Code.exe,"fputc ( 0x00000077, 0x75ef4680 )",0x00000077,,0
328,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
329,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
330,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
331,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
332,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0
333,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
334,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
335,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
336,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006e,,0
337,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006e, 0x75ef4680 )",0x0000006e,,0
338,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0
339,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
340,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
341,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
342,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
343,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
344,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0
345,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0
346,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
347,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
348,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0
349,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
350,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
351,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0
352,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006d,,0.0000001
353,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006d, 0x75ef4680 )",0x0000006d,,0.0000001
354,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
355,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
356,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
357,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
358,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
359,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
360,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
361,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
362,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
363,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
364,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000070,,0.0000001
365,1:10:43 PM,1,Code.exe,"fputc ( 0x00000070, 0x75ef4680 )",0x00000070,,0.0000001
366,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000070,,0.0000001
367,1:10:43 PM,1,Code.exe,"fputc ( 0x00000070, 0x75ef4680 )",0x00000070,,0
368,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
369,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
370,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006e,,0.0000001
371,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006e, 0x75ef4680 )",0x0000006e,,0.0000001
372,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000067,,0.0000001
373,1:10:43 PM,1,Code.exe,"fputc ( 0x00000067, 0x75ef4680 )",0x00000067,,0.0000001
374,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
375,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
376,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
377,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
378,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
379,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0
380,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000072,,0.0000001
381,1:10:43 PM,1,Code.exe,"fputc ( 0x00000072, 0x75ef4680 )",0x00000072,,0.0000001
382,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
383,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
384,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
385,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
386,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
387,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0
388,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
389,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
390,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000000a,,0.0000002
391,1:10:43 PM,1,Code.exe,"fputc ( 0x0000000a, 0x75ef4680 )",0x0000000a,,0.0000001
392,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000054,,0.0000001
393,1:10:43 PM,1,Code.exe,"fputc ( 0x00000054, 0x75ef4680 )",0x00000054,,0.0000001
394,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
395,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0
396,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
397,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
398,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000077,,0.0000001
399,1:10:43 PM,1,Code.exe,"fputc ( 0x00000077, 0x75ef4680 )",0x00000077,,0.0000001
400,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000061,,0.0000001
401,1:10:43 PM,1,Code.exe,"fputc ( 0x00000061, 0x75ef4680 )",0x00000061,,0.0000001
402,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
403,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
404,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000063,,0.0000001
405,1:10:43 PM,1,Code.exe,"fputc ( 0x00000063, 0x75ef4680 )",0x00000063,,0.0000001
406,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
407,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
408,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
409,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
410,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
411,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
412,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
413,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
414,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
415,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0
416,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
417,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
418,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000077,,0
419,1:10:43 PM,1,Code.exe,"fputc ( 0x00000077, 0x75ef4680 )",0x00000077,,0.0000001
420,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
421,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
422,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0
423,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.000002
424,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000064,,0.0000006
425,1:10:43 PM,1,Code.exe,"fputc ( 0x00000064, 0x75ef4680 )",0x00000064,,0.0000004
426,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000002
427,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000003
428,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000003
429,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
430,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000066,,0.0000001
431,1:10:43 PM,1,Code.exe,"fputc ( 0x00000066, 0x75ef4680 )",0x00000066,,0.0000001
432,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000002
433,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
434,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
435,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
436,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
437,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
438,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
439,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
440,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000075,,0.0000001
441,1:10:43 PM,1,Code.exe,"fputc ( 0x00000075, 0x75ef4680 )",0x00000075,,0.0000001
442,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000070,,0.0000001
443,1:10:43 PM,1,Code.exe,"fputc ( 0x00000070, 0x75ef4680 )",0x00000070,,0.0000001
444,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
445,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
446,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000077,,0.0000001
447,1:10:43 PM,1,Code.exe,"fputc ( 0x00000077, 0x75ef4680 )",0x00000077,,0.0000001
448,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0
449,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
450,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
451,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
452,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
453,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
454,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
455,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
456,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
457,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
458,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006e,,0.0000001
459,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006e, 0x75ef4680 )",0x0000006e,,0.0000001
460,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
461,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
462,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000077,,0.0000001
463,1:10:43 PM,1,Code.exe,"fputc ( 0x00000077, 0x75ef4680 )",0x00000077,,0.0000001
464,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000002e,,0.0000001
465,1:10:43 PM,1,Code.exe,"fputc ( 0x0000002e, 0x75ef4680 )",0x0000002e,,0.0000001
466,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
467,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
468,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
469,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
470,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
471,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
472,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000000a,,0.0000001
473,1:10:43 PM,1,Code.exe,"fputc ( 0x0000000a, 0x75ef4680 )",0x0000000a,,0.0000001
474,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000000a,,0.0000001
475,1:10:43 PM,1,Code.exe,"fputc ( 0x0000000a, 0x75ef4680 )",0x0000000a,,0.0000001
476,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000004d,,0.0000001
477,1:10:43 PM,1,Code.exe,"fputc ( 0x0000004d, 0x75ef4680 )",0x0000004d,,0.0000001
478,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000079,,0.0000002
479,1:10:43 PM,1,Code.exe,"fputc ( 0x00000079, 0x75ef4680 )",0x00000079,,0.0000001
480,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
481,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000003
482,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
483,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
484,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000069,,0.0000001
485,1:10:43 PM,1,Code.exe,"fputc ( 0x00000069, 0x75ef4680 )",0x00000069,,0.0000001
486,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
487,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
488,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000074,,0.0000001
489,1:10:43 PM,1,Code.exe,"fputc ( 0x00000074, 0x75ef4680 )",0x00000074,,0.0000001
490,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006c,,0.0000001
491,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006c, 0x75ef4680 )",0x0000006c,,0.0000001
492,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
493,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
494,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
495,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
496,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000068,,0.0000001
497,1:10:43 PM,1,Code.exe,"fputc ( 0x00000068, 0x75ef4680 )",0x00000068,,0.0000001
498,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006f,,0.0000001
499,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006f, 0x75ef4680 )",0x0000006f,,0.0000001
500,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000072,,0.0000001
501,1:10:43 PM,1,Code.exe,"fputc ( 0x00000072, 0x75ef4680 )",0x00000072,,0
502,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000073,,0.0000001
503,1:10:43 PM,1,Code.exe,"fputc ( 0x00000073, 0x75ef4680 )",0x00000073,,0.0000001
504,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000065,,0.0000001
505,1:10:43 PM,1,Code.exe,"fputc ( 0x00000065, 0x75ef4680 )",0x00000065,,0.0000001
506,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000020,,0.0000001
507,1:10:43 PM,1,Code.exe,"fputc ( 0x00000020, 0x75ef4680 )",0x00000020,,0.0000001
508,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x0000006d,,0.0000001
509,1:10:43 PM,1,Code.exe,"fputc ( 0x0000006d, 0x75ef4680 )",0x0000006d,,0.0000001
510,1:10:43 PM,1,Code.exe,fgetc ( 0x75ef4660 ),0x00000075,,0.0000001
511,1:10:43 PM,1,Code.exe,"fputc ( 0x00000075, 0x75ef4680 )",0x00000075,,0.0000001
